(1509, 2356)
(737, 2370)
(349, 1188)
(349, 2376)
(1537, 2376)
(2346, 2388)
(177, 1199)
(177, 2398)
(1376, 2398)
(638, 1211)
(638, 2422)
(1849, 2422)
(1114, 2436)
(252, 1223)
(252, 2446)
(1475, 2446)
(1902, 2458)
(547, 2466)
(17, 618)
(17, 1236)
(635, 1236)
(17, 1854)
(635, 1854)
(1253, 1854)
(17, 2472)
(635, 2472)
(1253, 2472)
(1871, 2472)
(2137, 2476)
(550, 1260)
(550, 2520)
(1810, 2520)
(262, 2530)
(1469, 2538)
(1161, 1271)
(1161, 2542)
(2432, 2542)
(1413, 2548)
(2380, 2556)
(1374, 2578)
(970, 1295)
(970, 2590)
(2265, 2590)
(147, 1308)
(147, 2616)
(1455, 2616)
(55, 2620)
(1213, 2658)
(59, 1331)
(59, 2662)
(1390, 2662)
(344, 2676)
(2257, 2682)
(1695, 2692)
(194, 2698)
(179, 2706)
(406, 1355)
(406, 2710)
(1761, 2710)
(21, 1356)
(21, 2712)
(1377, 2712)
(763, 2740)
(473, 2788)
(1852, 2796)
(1701, 2802)
(576, 2818)
(1715, 2836)
(224, 2842)
(525, 2850)
(2569, 2860)
(1142, 1439)
(1142, 2878)
(2581, 2878)
(792, 1451)
(792, 2902)
(2243, 2902)
(1287, 2908)
(763, 1463)
(763, 2926)
(2226, 2926)
(1162, 2938)
(2417, 2956)
(1386, 2962)
(1233, 1499)
(1233, 2998)
(2732, 2998)
(1353, 1500)
(1353, 3000)
(2853, 3000)
(2132, 3010)
(1923, 3018)
(645, 1511)
(645, 3022)
(2156, 3022)
(1126, 3036)
(1419, 3066)
(2078, 3082)
(1128, 1559)
(1128, 3118)
(2687, 3118)
(978, 1583)
(978, 3166)
(2561, 3166)
(254, 1584)
(254, 3168)
(1838, 3168)
(908, 1060)
(908, 2120)
(1968, 2120)
(908, 3180)
(1968, 3180)
(3028, 3180)
(3105, 3186)
(1704, 3202)
(615, 644)
(615, 1288)
(1259, 1288)
(615, 1932)
(1259, 1932)
(1903, 1932)
(615, 2576)
(1259, 2576)
(1903, 2576)
(2547, 2576)
(615, 3220)
(1259, 3220)
(1903, 3220)
(2547, 3220)
(3191, 3220)
(864, 3252)
(368, 3298)
(1129, 3306)
(2438, 3322)
(1612, 3346)
(526, 1679)
(526, 3358)
(2205, 3358)
(1886, 3370)
(508, 1124)
(508, 2248)
(1632, 2248)
(508, 3372)
(1632, 3372)
(2756, 3372)
(151, 1703)
(151, 3406)
(1854, 3406)
(823, 3412)
(527, 1716)
(527, 3432)
(2243, 3432)
(641, 3460)
(352, 3466)
(1492, 3468)
(2258, 3490)
(999, 3498)
(1458, 3516)
(393, 1763)
(393, 3526)
(2156, 3526)
(813, 882)
(813, 1764)
(1695, 1764)
(813, 2646)
(1695, 2646)
(2577, 2646)
(813, 3528)
(1695, 3528)
(2577, 3528)
(3459, 3528)
(1225, 3532)
(532, 3538)
(2171, 3546)
(2853, 3556)
(953, 3570)
(1961, 3580)
(746, 3612)
(1104, 1811)
(1104, 3622)
(2915, 3622)
(788, 3636)
(3379, 3642)
(886, 3658)
(881, 1835)
(881, 3670)
(2716, 3670)
(838, 918)
(838, 1836)
(1756, 1836)
(838, 2754)
(1756, 2754)
(2674, 2754)
(838, 3672)
(1756, 3672)
(2674, 3672)
(3592, 3672)
(1597, 3676)
(2695, 3690)
(544, 1848)
(544, 3696)
(2392, 3696)
(1597, 3700)
(2590, 3708)
(1682, 1859)
(1682, 3718)
(3541, 3718)
(1536, 3732)
(680, 1883)
(680, 3766)
(2563, 3766)
(514, 1884)
(514, 3768)
(2398, 3768)
(1088, 3778)
(1693, 1896)
(1693, 3792)
(3589, 3792)
(1761, 3796)
(3402, 3802)
(2100, 3850)
(3084, 3852)
(1758, 1931)
(1758, 3862)
(3689, 3862)
(1790, 3876)
(64, 648)
(64, 1296)
(712, 1296)
(64, 1944)
(712, 1944)
(1360, 1944)
(64, 2592)
(712, 2592)
(1360, 2592)
(2008, 2592)
(64, 3240)
(712, 3240)
(1360, 3240)
(2008, 3240)
(2656, 3240)
(64, 3888)
(712, 3888)
(1360, 3888)
(2008, 3888)
(2656, 3888)
(3304, 3888)
(663, 3906)
(218, 1955)
(218, 3910)
(2173, 3910)
(577, 3916)
(3656, 3922)
(539, 3930)
(1746, 3946)
(3673, 3988)
(2417, 4002)
(1767, 2003)
(1767, 4006)
(3770, 4006)
(1745, 4012)
(3034, 4018)
(2984, 4020)
(304, 2039)
(304, 4078)
(2343, 4078)
(3042, 4090)
(12, 4092)
(2061, 4098)
(585, 2063)
(585, 4126)
(2648, 4126)
(979, 4132)
(730, 4138)
(1087, 4156)
(3179, 4218)
(3529, 4228)
(277, 4242)
(107, 4252)
(3472, 4258)
(482, 4260)
(320, 4282)
(185, 537)
(185, 1074)
(722, 1074)
(185, 1611)
(722, 1611)
(1259, 1611)
(185, 2148)
(722, 2148)
(1259, 2148)
(1796, 2148)
(185, 2685)
(722, 2685)
(1259, 2685)
(1796, 2685)
(2333, 2685)
(185, 3222)
(722, 3222)
(1259, 3222)
(1796, 3222)
(2333, 3222)
(2870, 3222)
(185, 3759)
(722, 3759)
(1259, 3759)
(1796, 3759)
(2333, 3759)
(2870, 3759)
(3407, 3759)
(185, 4296)
(722, 4296)
(1259, 4296)
(1796, 4296)
(2333, 4296)
(2870, 4296)
(3407, 4296)
(3944, 4296)
(147, 1446)
(147, 2892)
(1593, 2892)
(147, 4338)
(1593, 4338)
(3039, 4338)
(1049, 4348)
(1562, 4356)
(3095, 4362)
(1249, 4372)
(1806, 2195)
(1806, 4390)
(4001, 4390)
(1047, 4396)
(854, 2220)
(854, 4440)
(3074, 4440)
(3608, 4450)
(42, 2231)
(42, 4462)
(2273, 4462)
(615, 4482)
(4093, 4492)
(1979, 4506)
(1351, 4516)
(2324, 4546)
(1064, 2280)
(1064, 4560)
(3344, 4560)
(1167, 2291)
(1167, 4582)
(3458, 4582)
(3257, 4602)
(1618, 4620)
(1013, 4636)
(1458, 2339)
(1458, 4678)
(3797, 4678)
(948, 4690)
(196, 2351)
(196, 4702)
(2547, 4702)
(4255, 4722)
(117, 788)
(117, 1576)
(905, 1576)
(117, 2364)
(905, 2364)
(1693, 2364)
(117, 3152)
(905, 3152)
(1693, 3152)
(2481, 3152)
(117, 3940)
(905, 3940)
(1693, 3940)
(2481, 3940)
(3269, 3940)
(117, 4728)
(905, 4728)
(1693, 4728)
(2481, 4728)
(3269, 4728)
(4057, 4728)
(2840, 4786)
(4510, 4788)
(285, 2399)
(285, 4798)
(2684, 4798)
(965, 1200)
(965, 2400)
(2165, 2400)
(965, 3600)
(2165, 3600)
(3365, 3600)
(965, 4800)
(2165, 4800)
(3365, 4800)
(4565, 4800)
(2734, 4812)
(3745, 4876)
(1489, 2459)
(1489, 4918)
(3948, 4918)
(1800, 4932)
(351, 2471)
(351, 4942)
(2822, 4942)
(948, 4956)
(49, 2483)
(49, 4966)
(2532, 4966)
(1848, 2484)
(1848, 4968)
(4332, 4968)
(73, 4972)
(3875, 4986)
(1536, 5002)
(3267, 5010)
(356, 2519)
(356, 5038)
(2875, 5038)
(3396, 5050)
(3189, 5058)
(4362, 5076)
(827, 2543)
(827, 5086)
(3370, 5086)
(4086, 5098)
(4403, 5106)
(34, 426)
(34, 852)
(460, 852)
(34, 1278)
(460, 1278)
(886, 1278)
(34, 1704)
(460, 1704)
(886, 1704)
(1312, 1704)
(34, 2130)
(460, 2130)
(886, 2130)
(1312, 2130)
(1738, 2130)
(34, 2556)
(460, 2556)
(886, 2556)
(1312, 2556)
(1738, 2556)
(2164, 2556)
(34, 2982)
(460, 2982)
(886, 2982)
(1312, 2982)
(1738, 2982)
(2164, 2982)
(2590, 2982)
(34, 3408)
(460, 3408)
(886, 3408)
(1312, 3408)
(1738, 3408)
(2164, 3408)
(2590, 3408)
(3016, 3408)
(34, 3834)
(460, 3834)
(886, 3834)
(1312, 3834)
(1738, 3834)
(2164, 3834)
(2590, 3834)
(3016, 3834)
(3442, 3834)
(34, 4260)
(460, 4260)
(886, 4260)
(1312, 4260)
(1738, 4260)
(2164, 4260)
(2590, 4260)
(3016, 4260)
(3442, 4260)
(3868, 4260)
(34, 4686)
(460, 4686)
(886, 4686)
(1312, 4686)
(1738, 4686)
(2164, 4686)
(2590, 4686)
(3016, 4686)
(3442, 4686)
(3868, 4686)
(4294, 4686)
(34, 5112)
(460, 5112)
(886, 5112)
(1312, 5112)
(1738, 5112)
(2164, 5112)
(2590, 5112)
(3016, 5112)
(3442, 5112)
(3868, 5112)
(4294, 5112)
(4720, 5112)
(66, 5146)
(3058, 5170)
(1527, 5178)
(81, 5188)
(26, 1732)
(26, 3464)
(1758, 3464)
(26, 5196)
(1758, 5196)
(3490, 5196)
(2523, 5226)
(1551, 2615)
(1551, 5230)
(4166, 5230)
(627, 1308)
(627, 2616)
(1935, 2616)
(627, 3924)
(1935, 3924)
(3243, 3924)
(627, 5232)
(1935, 5232)
(3243, 5232)
(4551, 5232)
(4049, 5260)
(2446, 2640)
(2446, 5280)
(5086, 5280)
(1665, 2651)
(1665, 5302)
(4316, 5302)
(3845, 5308)
(983, 1774)
(983, 3548)
(2757, 3548)
(983, 5322)
(2757, 5322)
(4531, 5322)
(3783, 5332)
(130, 2675)
(130, 5350)
(2805, 5350)
(690, 5386)
(915, 2699)
(915, 5398)
(3614, 5398)
(571, 5442)
(4867, 5476)
(3392, 5482)
(5125, 5500)
(1264, 5506)
(2145, 2759)
(2145, 5518)
(4904, 5518)
(2646, 2760)
(2646, 5520)
(5406, 5520)
(454, 790)
(454, 1580)
(1244, 1580)
(454, 2370)
(1244, 2370)
(2034, 2370)
(454, 3160)
(1244, 3160)
(2034, 3160)
(2824, 3160)
(454, 3950)
(1244, 3950)
(2034, 3950)
(2824, 3950)
(3614, 3950)
(454, 4740)
(1244, 4740)
(2034, 4740)
(2824, 4740)
(3614, 4740)
(4404, 4740)
(454, 5530)
(1244, 5530)
(2034, 5530)
(2824, 5530)
(3614, 5530)
(4404, 5530)
(5194, 5530)
(880, 5556)
(3833, 5562)
(513, 5572)
(2760, 2795)
(2760, 5590)
(5555, 5590)
(1176, 2819)
(1176, 5638)
(3995, 5638)
(1156, 5650)
(99, 5658)
(3647, 5682)
(3115, 5692)
(3556, 5700)
(3587, 5716)
(53, 5740)
(5660, 5748)
(5287, 5778)
(2175, 2891)
(2175, 5782)
(5066, 5782)
(673, 2903)
(673, 5806)
(3576, 5806)
(663, 5812)
(4013, 5826)
(828, 5842)
(321, 5850)
(1937, 2928)
(1937, 5856)
(4865, 5856)
(1220, 5868)
(1378, 2939)
(1378, 5878)
(4317, 5878)
(825, 2951)
(825, 5902)
(3776, 5902)
(2381, 5922)
(44, 2963)
(44, 5926)
(3007, 5926)
(1540, 5938)
(2696, 5986)
(4470, 6010)
(5667, 6028)
(2244, 3023)
(2244, 6046)
(5267, 6046)
(5433, 6052)
(4653, 6066)
(1616, 3036)
(1616, 6072)
(4652, 6072)
(175, 2030)
(175, 4060)
(2205, 4060)
(175, 6090)
(2205, 6090)
(4235, 6090)
(5255, 6100)
(2932, 6130)
(3060, 3071)
(3060, 6142)
(6131, 6142)
(2651, 6172)
(5353, 6196)
(1630, 6202)
(4239, 6210)
(3562, 6228)
(887, 3131)
(887, 6262)
(4018, 6262)
(2111, 6268)
(2230, 6276)
(1766, 3143)
(1766, 6286)
(4909, 6286)
(68, 6298)
(1340, 2100)
(1340, 4200)
(3440, 4200)
(1340, 6300)
(3440, 6300)
(5540, 6300)
(1065, 3155)
(1065, 6310)
(4220, 6310)
(4497, 6316)
(714, 6322)
(204, 3179)
(204, 6358)
(3383, 6358)
(1258, 6372)
(5633, 6378)
(3723, 6388)
(6074, 6396)
(620, 6468)
(526, 6490)
(4567, 6546)
(474, 3275)
(474, 6550)
(3749, 6550)
(15, 117)
(15, 234)
(132, 234)
(15, 351)
(132, 351)
(249, 351)
(15, 468)
(132, 468)
(249, 468)
(366, 468)
(15, 585)
(132, 585)
(249, 585)
(366, 585)
(483, 585)
(15, 702)
(132, 702)
(249, 702)
(366, 702)
(483, 702)
(600, 702)
(15, 819)
(132, 819)
(249, 819)
(366, 819)
(483, 819)
(600, 819)
(717, 819)
(15, 936)
(132, 936)
(249, 936)
(366, 936)
(483, 936)
(600, 936)
(717, 936)
(834, 936)
(15, 1053)
(132, 1053)
(249, 1053)
(366, 1053)
(483, 1053)
(600, 1053)
(717, 1053)
(834, 1053)
(951, 1053)
(15, 1170)
(132, 1170)
(249, 1170)
(366, 1170)
(483, 1170)
(600, 1170)
(717, 1170)
(834, 1170)
(951, 1170)
(1068, 1170)
(15, 1287)
(132, 1287)
(249, 1287)
(366, 1287)
(483, 1287)
(600, 1287)
(717, 1287)
(834, 1287)
(951, 1287)
(1068, 1287)
(1185, 1287)
(15, 1404)
(132, 1404)
(249, 1404)
(366, 1404)
(483, 1404)
(600, 1404)
(717, 1404)
(834, 1404)
(951, 1404)
(1068, 1404)
(1185, 1404)
(1302, 1404)
(15, 1521)
(132, 1521)
(249, 1521)
(366, 1521)
(483, 1521)
(600, 1521)
(717, 1521)
(834, 1521)
(951, 1521)
(1068, 1521)
(1185, 1521)
(1302, 1521)
(1419, 1521)
(15, 1638)
(132, 1638)
(249, 1638)
(366, 1638)
(483, 1638)
(600, 1638)
(717, 1638)
(834, 1638)
(951, 1638)
(1068, 1638)
(1185, 1638)
(1302, 1638)
(1419, 1638)
(1536, 1638)
(15, 1755)
(132, 1755)
(249, 1755)
(366, 1755)
(483, 1755)
(600, 1755)
(717, 1755)
(834, 1755)
(951, 1755)
(1068, 1755)
(1185, 1755)
(1302, 1755)
(1419, 1755)
(1536, 1755)
(1653, 1755)
(15, 1872)
(132, 1872)
(249, 1872)
(366, 1872)
(483, 1872)
(600, 1872)
(717, 1872)
(834, 1872)
(951, 1872)
(1068, 1872)
(1185, 1872)
(1302, 1872)
(1419, 1872)
(1536, 1872)
(1653, 1872)
(1770, 1872)
(15, 1989)
(132, 1989)
(249, 1989)
(366, 1989)
(483, 1989)
(600, 1989)
(717, 1989)
(834, 1989)
(951, 1989)
(1068, 1989)
(1185, 1989)
(1302, 1989)
(1419, 1989)
(1536, 1989)
(1653, 1989)
(1770, 1989)
(1887, 1989)
(15, 2106)
(132, 2106)
(249, 2106)
(366, 2106)
(483, 2106)
(600, 2106)
(717, 2106)
(834, 2106)
(951, 2106)
(1068, 2106)
(1185, 2106)
(1302, 2106)
(1419, 2106)
(1536, 2106)
(1653, 2106)
(1770, 2106)
(1887, 2106)
(2004, 2106)
(15, 2223)
(132, 2223)
(249, 2223)
(366, 2223)
(483, 2223)
(600, 2223)
(717, 2223)
(834, 2223)
(951, 2223)
(1068, 2223)
(1185, 2223)
(1302, 2223)
(1419, 2223)
(1536, 2223)
(1653, 2223)
(1770, 2223)
(1887, 2223)
(2004, 2223)
(2121, 2223)
(15, 2340)
(132, 2340)
(249, 2340)
(366, 2340)
(483, 2340)
(600, 2340)
(717, 2340)
(834, 2340)
(951, 2340)
(1068, 2340)
(1185, 2340)
(1302, 2340)
(1419, 2340)
(1536, 2340)
(1653, 2340)
(1770, 2340)
(1887, 2340)
(2004, 2340)
(2121, 2340)
(2238, 2340)
(15, 2457)
(132, 2457)
(249, 2457)
(366, 2457)
(483, 2457)
(600, 2457)
(717, 2457)
(834, 2457)
(951, 2457)
(1068, 2457)
(1185, 2457)
(1302, 2457)
(1419, 2457)
(1536, 2457)
(1653, 2457)
(1770, 2457)
(1887, 2457)
(2004, 2457)
(2121, 2457)
(2238, 2457)
(2355, 2457)
(15, 2574)
(132, 2574)
(249, 2574)
(366, 2574)
(483, 2574)
(600, 2574)
(717, 2574)
(834, 2574)
(951, 2574)
(1068, 2574)
(1185, 2574)
(1302, 2574)
(1419, 2574)
(1536, 2574)
(1653, 2574)
(1770, 2574)
(1887, 2574)
(2004, 2574)
(2121, 2574)
(2238, 2574)
(2355, 2574)
(2472, 2574)
(15, 2691)
(132, 2691)
(249, 2691)
(366, 2691)
(483, 2691)
(600, 2691)
(717, 2691)
(834, 2691)
(951, 2691)
(1068, 2691)
(1185, 2691)
(1302, 2691)
(1419, 2691)
(1536, 2691)
(1653, 2691)
(1770, 2691)
(1887, 2691)
(2004, 2691)
(2121, 2691)
(2238, 2691)
(2355, 2691)
(2472, 2691)
(2589, 2691)
(15, 2808)
(132, 2808)
(249, 2808)
(366, 2808)
(483, 2808)
(600, 2808)
(717, 2808)
(834, 2808)
(951, 2808)
(1068, 2808)
(1185, 2808)
(1302, 2808)
(1419, 2808)
(1536, 2808)
(1653, 2808)
(1770, 2808)
(1887, 2808)
(2004, 2808)
(2121, 2808)
(2238, 2808)
(2355, 2808)
(2472, 2808)
(2589, 2808)
(2706, 2808)
(15, 2925)
(132, 2925)
(249, 2925)
(366, 2925)
(483, 2925)
(600, 2925)
(717, 2925)
(834, 2925)
(951, 2925)
(1068, 2925)
(1185, 2925)
(1302, 2925)
(1419, 2925)
(1536, 2925)
(1653, 2925)
(1770, 2925)
(1887, 2925)
(2004, 2925)
(2121, 2925)
(2238, 2925)
(2355, 2925)
(2472, 2925)
(2589, 2925)
(2706, 2925)
(2823, 2925)
(15, 3042)
(132, 3042)
(249, 3042)
(366, 3042)
(483, 3042)
(600, 3042)
(717, 3042)
(834, 3042)
(951, 3042)
(1068, 3042)
(1185, 3042)
(1302, 3042)
(1419, 3042)
(1536, 3042)
(1653, 3042)
(1770, 3042)
(1887, 3042)
(2004, 3042)
(2121, 3042)
(2238, 3042)
(2355, 3042)
(2472, 3042)
(2589, 3042)
(2706, 3042)
(2823, 3042)
(2940, 3042)
(15, 3159)
(132, 3159)
(249, 3159)
(366, 3159)
(483, 3159)
(600, 3159)
(717, 3159)
(834, 3159)
(951, 3159)
(1068, 3159)
(1185, 3159)
(1302, 3159)
(1419, 3159)
(1536, 3159)
(1653, 3159)
(1770, 3159)
(1887, 3159)
(2004, 3159)
(2121, 3159)
(2238, 3159)
(2355, 3159)
(2472, 3159)
(2589, 3159)
(2706, 3159)
(2823, 3159)
(2940, 3159)
(3057, 3159)
(15, 3276)
(132, 3276)
(249, 3276)
(366, 3276)
(483, 3276)
(600, 3276)
(717, 3276)
(834, 3276)
(951, 3276)
(1068, 3276)
(1185, 3276)
(1302, 3276)
(1419, 3276)
(1536, 3276)
(1653, 3276)
(1770, 3276)
(1887, 3276)
(2004, 3276)
(2121, 3276)
(2238, 3276)
(2355, 3276)
(2472, 3276)
(2589, 3276)
(2706, 3276)
(2823, 3276)
(2940, 3276)
(3057, 3276)
(3174, 3276)
(15, 3393)
(132, 3393)
(249, 3393)
(366, 3393)
(483, 3393)
(600, 3393)
(717, 3393)
(834, 3393)
(951, 3393)
(1068, 3393)
(1185, 3393)
(1302, 3393)
(1419, 3393)
(1536, 3393)
(1653, 3393)
(1770, 3393)
(1887, 3393)
(2004, 3393)
(2121, 3393)
(2238, 3393)
(2355, 3393)
(2472, 3393)
(2589, 3393)
(2706, 3393)
(2823, 3393)
(2940, 3393)
(3057, 3393)
(3174, 3393)
(3291, 3393)
(15, 3510)
(132, 3510)
(249, 3510)
(366, 3510)
(483, 3510)
(600, 3510)
(717, 3510)
(834, 3510)
(951, 3510)
(1068, 3510)
(1185, 3510)
(1302, 3510)
(1419, 3510)
(1536, 3510)
(1653, 3510)
(1770, 3510)
(1887, 3510)
(2004, 3510)
(2121, 3510)
(2238, 3510)
(2355, 3510)
(2472, 3510)
(2589, 3510)
(2706, 3510)
(2823, 3510)
(2940, 3510)
(3057, 3510)
(3174, 3510)
(3291, 3510)
(3408, 3510)
(15, 3627)
(132, 3627)
(249, 3627)
(366, 3627)
(483, 3627)
(600, 3627)
(717, 3627)
(834, 3627)
(951, 3627)
(1068, 3627)
(1185, 3627)
(1302, 3627)
(1419, 3627)
(1536, 3627)
(1653, 3627)
(1770, 3627)
(1887, 3627)
(2004, 3627)
(2121, 3627)
(2238, 3627)
(2355, 3627)
(2472, 3627)
(2589, 3627)
(2706, 3627)
(2823, 3627)
(2940, 3627)
(3057, 3627)
(3174, 3627)
(3291, 3627)
(3408, 3627)
(3525, 3627)
(15, 3744)
(132, 3744)
(249, 3744)
(366, 3744)
(483, 3744)
(600, 3744)
(717, 3744)
(834, 3744)
(951, 3744)
(1068, 3744)
(1185, 3744)
(1302, 3744)
(1419, 3744)
(1536, 3744)
(1653, 3744)
(1770, 3744)
(1887, 3744)
(2004, 3744)
(2121, 3744)
(2238, 3744)
(2355, 3744)
(2472, 3744)
(2589, 3744)
(2706, 3744)
(2823, 3744)
(2940, 3744)
(3057, 3744)
(3174, 3744)
(3291, 3744)
(3408, 3744)
(3525, 3744)
(3642, 3744)
(15, 3861)
(132, 3861)
(249, 3861)
(366, 3861)
(483, 3861)
(600, 3861)
(717, 3861)
(834, 3861)
(951, 3861)
(1068, 3861)
(1185, 3861)
(1302, 3861)
(1419, 3861)
(1536, 3861)
(1653, 3861)
(1770, 3861)
(1887, 3861)
(2004, 3861)
(2121, 3861)
(2238, 3861)
(2355, 3861)
(2472, 3861)
(2589, 3861)
(2706, 3861)
(2823, 3861)
(2940, 3861)
(3057, 3861)
(3174, 3861)
(3291, 3861)
(3408, 3861)
(3525, 3861)
